gid,repo_2018,repo_2019,repo_2020,repo_2021,repo_2022
라바043588,0.0,0.0,0.0,0.0,0.0
라바123537,0.0,0.0,0.0,0.0,0.0
다바860553,0.0,0.0,0.0,0.0,0.0
다바900481,0.0,0.0,0.0,0.0,0.0
라바146537,0.0,0.0,0.0,0.0,0.0
라바155477,0.0,0.0,0.0,0.0,0.0
다바833529,0.0,0.0,0.0,0.0,0.0
라바002312,0.0,0.0,0.0,0.0,0.0
라바082607,0.0,0.0,0.0,0.0,0.0
라바185444,0.0,0.0,0.0,0.0,0.0
다바869609,0.0,0.0,0.0,0.0,0.0
다바926492,1.0,1.0,1.0,4.0,1.0
다바930333,0.0,0.0,0.0,0.0,1.0
다바977344,0.0,0.0,0.0,0.0,0.0
다바897584,0.0,0.0,0.0,0.0,0.0
다바999337,0.0,0.0,0.0,0.0,0.0
다바841521,0.0,0.0,0.0,1.0,0.0
다바892442,0.0,0.0,0.0,0.0,0.0
다바957342,0.0,0.0,0.0,0.0,0.0
라바100460,0.0,0.0,0.0,0.0,0.0
라바138543,0.0,0.0,0.0,0.0,0.0
라바021320,0.0,0.0,0.0,0.0,0.0
다바929405,0.0,0.0,0.0,0.0,0.0
라바006549,0.0,0.0,0.0,2.0,1.0
라바156541,0.0,0.0,0.0,0.0,0.0
라바038549,0.0,0.0,0.0,0.0,0.0
다바888568,0.0,0.0,0.0,0.0,0.0
다바953589,2.0,4.0,3.0,0.0,0.0
다바968467,0.0,0.0,0.0,0.0,1.0
다바926463,0.0,0.0,0.0,0.0,0.0
라바065588,0.0,0.0,0.0,0.0,0.0
라바153482,0.0,0.0,0.0,0.0,0.0
다바865512,0.0,0.0,0.0,0.0,0.0
라바116443,0.0,0.0,0.0,0.0,0.0
다바874598,0.0,0.0,0.0,0.0,0.0
다바857499,0.0,0.0,0.0,0.0,2.0
라바090602,0.0,0.0,0.0,0.0,0.0
라바179532,0.0,0.0,0.0,0.0,0.0
다바961344,0.0,0.0,0.0,0.0,0.0
라바106572,0.0,0.0,0.0,0.0,0.0
라바077422,0.0,0.0,0.0,0.0,0.0
다바949435,0.0,0.0,0.0,0.0,0.0
다바940436,0.0,0.0,0.0,0.0,0.0
라바135479,0.0,0.0,0.0,0.0,0.0
다바840589,0.0,0.0,0.0,0.0,0.0
다바918474,0.0,0.0,0.0,0.0,1.0
다바993269,0.0,0.0,0.0,0.0,0.0
다바868615,0.0,0.0,0.0,0.0,0.0
라바063435,0.0,0.0,0.0,0.0,0.0
다바893575,0.0,0.0,0.0,0.0,0.0
다바928335,0.0,0.0,0.0,0.0,0.0
다바997553,0.0,0.0,0.0,0.0,0.0
다바997498,0.0,0.0,0.0,0.0,0.0
라바021536,0.0,0.0,0.0,0.0,0.0
다바900397,0.0,0.0,0.0,0.0,0.0
라바029468,0.0,0.0,0.0,0.0,0.0
다바974381,0.0,0.0,0.0,2.0,0.0
다바860425,0.0,0.0,0.0,0.0,0.0
다바960580,0.0,0.0,0.0,0.0,0.0
라바176532,0.0,0.0,0.0,0.0,0.0
다바955289,0.0,0.0,0.0,0.0,0.0
라바202537,0.0,0.0,0.0,0.0,0.0
라바042495,0.0,0.0,0.0,0.0,0.0
라바000645,0.0,0.0,0.0,0.0,0.0
다바953550,0.0,0.0,0.0,0.0,0.0
라바109538,0.0,0.0,0.0,0.0,0.0
다바948565,1.0,1.0,0.0,1.0,1.0
라바184503,0.0,0.0,0.0,0.0,0.0
라바054554,0.0,0.0,0.0,0.0,0.0
라바095595,0.0,0.0,0.0,0.0,0.0
다바992449,0.0,0.0,0.0,0.0,0.0
라바030553,0.0,0.0,0.0,0.0,0.0
라바039536,0.0,0.0,0.0,0.0,0.0
라바000351,0.0,1.0,0.0,0.0,0.0
다바856556,0.0,0.0,0.0,0.0,0.0
다바838545,0.0,0.0,0.0,0.0,0.0
다바935589,0.0,0.0,0.0,0.0,0.0
다바955432,0.0,0.0,0.0,0.0,0.0
라바093534,0.0,0.0,0.0,0.0,0.0
다바896479,0.0,0.0,0.0,0.0,0.0
라바032530,0.0,0.0,0.0,0.0,0.0
라바102425,0.0,0.0,0.0,0.0,0.0
다바877444,0.0,0.0,0.0,0.0,0.0
다바909359,0.0,0.0,0.0,0.0,0.0
다바953395,0.0,0.0,0.0,0.0,0.0
라바078603,0.0,0.0,0.0,0.0,0.0
다바843530,0.0,0.0,0.0,0.0,0.0
라바030594,0.0,0.0,0.0,0.0,0.0
다바864435,0.0,0.0,0.0,0.0,0.0
라바109563,0.0,0.0,0.0,0.0,0.0
다바854462,0.0,0.0,0.0,0.0,0.0
라바022453,1.0,0.0,0.0,2.0,0.0
다바947400,0.0,0.0,0.0,0.0,0.0
다바847559,0.0,0.0,0.0,0.0,0.0
라바064492,0.0,0.0,0.0,1.0,0.0
다바929433,0.0,0.0,0.0,0.0,0.0
라바037459,0.0,0.0,0.0,0.0,0.0
다바933554,0.0,0.0,0.0,0.0,0.0
다바943366,0.0,0.0,0.0,0.0,0.0
다바844502,0.0,0.0,0.0,0.0,0.0
라바049431,0.0,0.0,0.0,0.0,0.0
라바077451,0.0,0.0,0.0,0.0,0.0
라바092553,0.0,0.0,0.0,0.0,0.0
다바968417,0.0,0.0,0.0,0.0,0.0
다바996460,13.0,6.0,7.0,9.0,4.0
라바221440,0.0,0.0,0.0,0.0,0.0
라바041378,0.0,0.0,0.0,0.0,0.0
다바927555,0.0,2.0,0.0,2.0,0.0
다바931433,0.0,0.0,0.0,0.0,0.0
다바989354,0.0,0.0,0.0,0.0,0.0
다바857407,0.0,0.0,0.0,0.0,0.0
다바885603,0.0,0.0,0.0,0.0,0.0
다바953353,0.0,0.0,0.0,0.0,0.0
다바921478,0.0,0.0,0.0,0.0,0.0
다바848595,0.0,0.0,0.0,0.0,0.0
라바167568,0.0,0.0,0.0,0.0,0.0
다바953443,0.0,0.0,0.0,0.0,0.0
다바938291,0.0,0.0,0.0,0.0,0.0
라바102572,0.0,0.0,0.0,0.0,0.0
다바861587,0.0,0.0,0.0,0.0,0.0
다바942321,0.0,0.0,0.0,0.0,0.0
다바872526,0.0,0.0,0.0,0.0,0.0
라바022610,0.0,0.0,0.0,0.0,0.0
다바919380,0.0,0.0,0.0,0.0,0.0
라바170499,0.0,0.0,0.0,0.0,0.0
라바112506,0.0,0.0,0.0,0.0,0.0
다바940298,0.0,0.0,0.0,0.0,0.0
다바978577,0.0,0.0,0.0,0.0,0.0
다바943320,0.0,0.0,0.0,0.0,0.0
라바012314,0.0,0.0,0.0,0.0,0.0
다바991426,0.0,0.0,0.0,0.0,0.0
다바825542,0.0,0.0,0.0,0.0,0.0
다바889578,0.0,0.0,0.0,0.0,0.0
라바035423,0.0,0.0,0.0,0.0,0.0
라바081574,0.0,0.0,0.0,0.0,0.0
다바927465,0.0,0.0,0.0,1.0,0.0
라바049450,0.0,0.0,0.0,0.0,0.0
라바077478,0.0,0.0,0.0,0.0,0.0
라바021322,0.0,0.0,0.0,0.0,0.0
라바042500,0.0,0.0,0.0,0.0,0.0
다바854540,0.0,1.0,0.0,0.0,0.0
라바077533,0.0,0.0,0.0,0.0,0.0
라바114525,0.0,0.0,0.0,0.0,0.0
라바147491,2.0,0.0,0.0,0.0,0.0
라바008636,0.0,0.0,0.0,0.0,0.0
다바879535,0.0,0.0,0.0,0.0,0.0
다바858417,0.0,0.0,0.0,0.0,0.0
라바039422,0.0,0.0,0.0,0.0,0.0
다바893522,0.0,0.0,0.0,0.0,0.0
라바060628,0.0,0.0,0.0,0.0,0.0
다바948517,0.0,0.0,0.0,0.0,0.0
라바041465,0.0,0.0,0.0,0.0,0.0
다바913504,0.0,0.0,0.0,1.0,0.0
라바093423,0.0,0.0,0.0,0.0,0.0
라바111484,0.0,0.0,0.0,0.0,0.0
라바032322,0.0,0.0,0.0,0.0,0.0
다바910421,0.0,0.0,0.0,0.0,0.0
라바179487,0.0,0.0,0.0,0.0,0.0
라바046604,0.0,0.0,0.0,0.0,0.0
라바031434,0.0,0.0,0.0,0.0,0.0
다바947381,0.0,0.0,0.0,0.0,0.0
라바014402,0.0,0.0,0.0,0.0,0.0
다바809507,0.0,0.0,0.0,0.0,0.0
다바968505,0.0,0.0,1.0,0.0,0.0
다바934339,0.0,1.0,0.0,0.0,0.0
라바078476,0.0,0.0,0.0,0.0,0.0
다바913426,0.0,0.0,0.0,0.0,0.0
다바986314,2.0,0.0,0.0,0.0,0.0
다바919588,0.0,0.0,0.0,0.0,0.0
다바856456,0.0,1.0,0.0,0.0,0.0
라바080497,0.0,0.0,0.0,0.0,0.0
다바862458,0.0,0.0,0.0,0.0,0.0
다바825560,0.0,0.0,0.0,0.0,0.0
라바175438,0.0,0.0,0.0,0.0,0.0
라바122448,0.0,0.0,0.0,0.0,0.0
다바908424,0.0,0.0,0.0,0.0,0.0
라바027616,0.0,0.0,0.0,0.0,0.0
다바947541,0.0,0.0,0.0,0.0,0.0
다바920463,0.0,0.0,0.0,0.0,0.0
라바009619,0.0,0.0,0.0,0.0,0.0
라바024613,0.0,0.0,0.0,0.0,0.0
라바066561,0.0,0.0,0.0,0.0,0.0
라바183489,0.0,0.0,0.0,0.0,0.0
다바935301,0.0,0.0,0.0,0.0,0.0
다바953378,0.0,0.0,0.0,0.0,0.0
라바007611,0.0,0.0,0.0,0.0,0.0
다바943364,0.0,0.0,0.0,0.0,0.0
라바035334,0.0,0.0,0.0,0.0,0.0
라바041324,0.0,0.0,0.0,0.0,0.0
다바990404,0.0,0.0,0.0,0.0,0.0
라바111519,0.0,0.0,0.0,0.0,0.0
라바063334,0.0,0.0,0.0,0.0,0.0
다바924355,0.0,0.0,0.0,0.0,0.0
다바981594,0.0,0.0,0.0,0.0,0.0
다바850427,0.0,1.0,0.0,0.0,0.0
다바889563,0.0,1.0,0.0,0.0,0.0
라바011244,0.0,0.0,0.0,0.0,0.0
라바019635,0.0,0.0,0.0,0.0,0.0
다바967297,0.0,0.0,0.0,0.0,1.0
라바080421,0.0,0.0,0.0,0.0,0.0
라바175556,0.0,0.0,0.0,0.0,0.0
다바997432,0.0,0.0,0.0,0.0,0.0
라바132453,0.0,0.0,0.0,0.0,0.0
라바022627,0.0,0.0,0.0,0.0,1.0
라바089562,0.0,0.0,0.0,0.0,0.0
라바008315,0.0,0.0,0.0,0.0,0.0
다바879605,0.0,0.0,0.0,0.0,0.0
다바948601,0.0,0.0,0.0,0.0,0.0
다바952339,0.0,0.0,0.0,0.0,0.0
다바991328,0.0,0.0,0.0,0.0,0.0
라바012446,0.0,0.0,0.0,0.0,0.0
라바033408,0.0,0.0,0.0,0.0,0.0
다바958322,0.0,0.0,0.0,0.0,0.0
라바181453,0.0,0.0,0.0,0.0,0.0
라바222452,0.0,0.0,0.0,0.0,0.0
다바862462,0.0,0.0,0.0,0.0,0.0
다바929431,0.0,0.0,0.0,0.0,0.0
라바023573,0.0,0.0,0.0,0.0,0.0
라바190535,0.0,0.0,0.0,0.0,0.0
라바046579,0.0,0.0,0.0,0.0,0.0
다바940589,0.0,0.0,0.0,0.0,0.0
다바938365,1.0,3.0,0.0,1.0,1.0
다바851479,2.0,0.0,2.0,1.0,3.0
라바021635,0.0,0.0,0.0,0.0,0.0
라바116490,0.0,0.0,0.0,0.0,0.0
다바939590,0.0,0.0,0.0,0.0,0.0
라바034499,0.0,0.0,0.0,0.0,0.0
라바061381,0.0,0.0,0.0,0.0,0.0
라바040310,0.0,0.0,0.0,0.0,0.0
라바072599,0.0,0.0,0.0,0.0,2.0
라바084547,0.0,0.0,0.0,0.0,0.0
라바059352,0.0,0.0,0.0,0.0,0.0
라바219441,0.0,0.0,0.0,0.0,0.0
다바991366,0.0,0.0,0.0,0.0,0.0
다바952282,0.0,2.0,0.0,0.0,0.0
라바097417,0.0,0.0,0.0,0.0,0.0
라바041494,3.0,1.0,0.0,4.0,0.0
라바196486,0.0,0.0,0.0,0.0,0.0
다바859509,1.0,0.0,0.0,0.0,0.0
라바172518,1.0,0.0,0.0,0.0,0.0
라바028568,0.0,0.0,0.0,1.0,2.0
다바995327,0.0,0.0,0.0,0.0,0.0
라바184511,0.0,0.0,0.0,0.0,0.0
다바843504,0.0,0.0,0.0,0.0,0.0
다바876421,0.0,0.0,0.0,0.0,0.0
다바947506,5.0,0.0,0.0,0.0,3.0
라바081581,0.0,0.0,0.0,0.0,0.0
라바031407,0.0,0.0,0.0,0.0,0.0
다바856520,0.0,0.0,0.0,0.0,0.0
라바019472,0.0,0.0,0.0,0.0,0.0
라바207480,0.0,0.0,0.0,0.0,0.0
다바961336,0.0,0.0,0.0,0.0,0.0
다바861505,0.0,0.0,0.0,1.0,0.0
다바947514,1.0,0.0,0.0,0.0,0.0
라바023370,0.0,0.0,0.0,0.0,0.0
라바031562,0.0,0.0,0.0,0.0,0.0
라바181486,0.0,0.0,0.0,0.0,0.0
다바847438,0.0,0.0,0.0,0.0,0.0
다바866592,0.0,0.0,0.0,0.0,0.0
라바043601,0.0,0.0,0.0,0.0,0.0
다바964354,0.0,0.0,0.0,0.0,0.0
라바053591,1.0,0.0,0.0,0.0,0.0
다바818495,0.0,0.0,0.0,0.0,0.0
라바051527,0.0,0.0,0.0,0.0,0.0
다바923533,0.0,0.0,0.0,0.0,1.0
다바914519,0.0,0.0,0.0,0.0,0.0
라바007240,0.0,0.0,0.0,0.0,0.0
다바863480,0.0,4.0,0.0,0.0,0.0
다바824433,0.0,0.0,0.0,0.0,0.0
다바815508,0.0,0.0,0.0,0.0,0.0
라바072579,0.0,1.0,0.0,0.0,0.0
다바999570,0.0,0.0,0.0,0.0,0.0
라바007319,0.0,0.0,0.0,0.0,0.0
라바017341,0.0,0.0,0.0,1.0,0.0
다바830453,0.0,0.0,0.0,0.0,0.0
라바053599,0.0,7.0,0.0,0.0,0.0
다바898385,0.0,0.0,0.0,0.0,0.0
라바019457,0.0,0.0,4.0,11.0,5.0
라바028363,0.0,0.0,0.0,0.0,0.0
라바198529,0.0,0.0,0.0,0.0,0.0
다바939423,0.0,0.0,0.0,0.0,0.0
라바234442,0.0,0.0,0.0,0.0,0.0
다바846569,0.0,0.0,0.0,0.0,0.0
라바033350,0.0,0.0,0.0,0.0,0.0
라바043605,0.0,0.0,0.0,0.0,0.0
다바926581,0.0,0.0,0.0,0.0,0.0
라바057577,0.0,0.0,0.0,0.0,0.0
라바120457,0.0,0.0,0.0,0.0,0.0
다바831440,0.0,0.0,0.0,0.0,0.0
다바960579,0.0,0.0,0.0,0.0,0.0
다바888496,0.0,0.0,0.0,0.0,1.0
다바931478,19.0,22.0,13.0,7.0,7.0
다바986556,0.0,0.0,0.0,0.0,0.0
라바115526,0.0,0.0,0.0,0.0,0.0
다바847445,0.0,0.0,0.0,0.0,0.0
라바021629,0.0,0.0,0.0,0.0,0.0
다바942595,0.0,0.0,0.0,0.0,0.0
다바889467,0.0,0.0,0.0,0.0,0.0
라바108422,0.0,0.0,0.0,0.0,0.0
다바916286,0.0,0.0,0.0,0.0,0.0
라바044300,0.0,0.0,0.0,0.0,0.0
라바050389,0.0,0.0,0.0,0.0,0.0
다바959433,0.0,0.0,0.0,0.0,0.0
다바942292,0.0,0.0,0.0,0.0,0.0
라바019458,0.0,0.0,5.0,17.0,24.0
다바955623,0.0,0.0,0.0,0.0,0.0
다바931387,0.0,0.0,0.0,0.0,0.0
다바862494,0.0,0.0,0.0,0.0,0.0
다바862600,0.0,0.0,3.0,0.0,2.0
다바924581,0.0,0.0,0.0,0.0,0.0
라바104554,0.0,0.0,0.0,0.0,0.0
라바086398,0.0,0.0,0.0,0.0,0.0
라바061476,0.0,0.0,0.0,0.0,0.0
다바915606,0.0,0.0,0.0,0.0,0.0
다바888409,0.0,0.0,0.0,0.0,0.0
다바934347,0.0,0.0,0.0,0.0,0.0
라바026485,0.0,0.0,0.0,0.0,0.0
라바137500,0.0,0.0,0.0,0.0,0.0
라바044405,0.0,0.0,0.0,0.0,0.0
다바851520,0.0,0.0,0.0,0.0,0.0
라바069629,0.0,0.0,0.0,0.0,0.0
다바980367,0.0,0.0,0.0,0.0,0.0
다바885410,0.0,0.0,0.0,0.0,0.0
다바996390,0.0,1.0,0.0,0.0,0.0
다바938515,0.0,0.0,0.0,0.0,0.0
라바004571,0.0,0.0,0.0,0.0,0.0
다바970326,0.0,0.0,0.0,0.0,0.0
라바094422,0.0,0.0,0.0,0.0,0.0
라바026504,0.0,0.0,0.0,0.0,0.0
다바936521,0.0,0.0,0.0,0.0,0.0
라바105551,0.0,0.0,0.0,0.0,0.0
라바070440,0.0,0.0,0.0,0.0,0.0
라바009543,2.0,3.0,0.0,2.0,2.0
다바913569,0.0,0.0,0.0,0.0,0.0
다바890619,0.0,0.0,0.0,0.0,0.0
라바125536,0.0,0.0,0.0,0.0,0.0
라바158499,0.0,0.0,0.0,0.0,0.0
다바963293,0.0,0.0,0.0,0.0,0.0
라바145571,0.0,0.0,0.0,0.0,0.0
다바892550,0.0,0.0,0.0,0.0,0.0
라바035560,0.0,0.0,0.0,0.0,0.0
라바068381,0.0,0.0,0.0,0.0,0.0
다바981432,0.0,0.0,0.0,0.0,0.0
라바035372,0.0,1.0,0.0,0.0,0.0
다바953513,0.0,0.0,0.0,0.0,0.0
라바044564,0.0,0.0,0.0,0.0,0.0
다바992389,0.0,0.0,0.0,0.0,0.0
다바927289,0.0,0.0,0.0,0.0,0.0
라바035347,0.0,0.0,0.0,0.0,0.0
다바943327,0.0,0.0,0.0,0.0,0.0
다바980411,0.0,0.0,0.0,0.0,0.0
라바068495,0.0,0.0,0.0,0.0,0.0
다바928289,0.0,0.0,0.0,0.0,0.0
다바981582,0.0,0.0,0.0,0.0,0.0
라바010287,0.0,0.0,0.0,0.0,0.0
다바915308,0.0,0.0,0.0,0.0,1.0
라바033417,0.0,0.0,0.0,0.0,0.0
다바929458,0.0,2.0,1.0,0.0,0.0
라바092487,0.0,0.0,0.0,0.0,0.0
다바850496,0.0,1.0,1.0,0.0,0.0
다바844430,0.0,0.0,0.0,0.0,1.0
다바914607,0.0,0.0,0.0,0.0,0.0
다바926593,0.0,0.0,0.0,0.0,0.0
라바014550,0.0,0.0,0.0,0.0,0.0
다바961458,1.0,0.0,0.0,0.0,0.0
다바980481,1.0,0.0,0.0,0.0,10.0
라바128460,0.0,0.0,0.0,0.0,0.0
다바995521,18.0,7.0,6.0,7.0,8.0
라바160471,0.0,0.0,0.0,0.0,0.0
라바143486,0.0,0.0,0.0,1.0,0.0
라바031551,0.0,0.0,0.0,0.0,0.0
라바035332,0.0,0.0,0.0,1.0,0.0
다바964517,0.0,2.0,0.0,0.0,0.0
다바997261,0.0,0.0,0.0,0.0,0.0
다바997286,0.0,0.0,0.0,0.0,0.0
라바100535,0.0,0.0,0.0,0.0,0.0
다바840530,0.0,0.0,1.0,0.0,0.0
다바949376,0.0,0.0,0.0,0.0,0.0
라바066487,0.0,0.0,0.0,0.0,0.0
라바011247,0.0,0.0,0.0,0.0,0.0
다바897605,0.0,0.0,0.0,0.0,0.0
다바979440,3.0,4.0,4.0,9.0,12.0
라바020360,0.0,0.0,0.0,0.0,0.0
다바989312,0.0,0.0,0.0,0.0,0.0
라바008613,0.0,0.0,0.0,0.0,0.0
라바024508,5.0,2.0,2.0,4.0,2.0
라바222447,0.0,0.0,0.0,0.0,0.0
다바979360,0.0,0.0,0.0,0.0,0.0
다바885524,3.0,3.0,1.0,3.0,0.0
라바015559,0.0,0.0,0.0,0.0,0.0
다바897454,0.0,0.0,0.0,0.0,0.0
라바078615,0.0,0.0,0.0,0.0,0.0
다바987390,0.0,0.0,0.0,0.0,0.0
라바033359,0.0,0.0,0.0,0.0,0.0
라바206487,0.0,0.0,0.0,0.0,0.0
라바056448,0.0,0.0,0.0,0.0,0.0
다바821433,0.0,0.0,0.0,0.0,0.0
다바925487,0.0,0.0,0.0,0.0,0.0
라바060427,0.0,0.0,0.0,0.0,0.0
다바829478,0.0,0.0,0.0,0.0,0.0
다바910429,0.0,0.0,0.0,0.0,0.0
다바924532,0.0,0.0,0.0,0.0,0.0
라바044457,0.0,0.0,0.0,0.0,0.0
다바981355,0.0,0.0,0.0,0.0,0.0
라바036358,0.0,0.0,0.0,0.0,0.0
다바998641,0.0,0.0,0.0,0.0,0.0
라바021404,0.0,0.0,0.0,0.0,0.0
다바906602,0.0,0.0,0.0,0.0,0.0
다바990414,0.0,0.0,0.0,0.0,0.0
라바034398,0.0,0.0,0.0,0.0,0.0
다바822544,0.0,0.0,0.0,0.0,0.0
다바910287,0.0,0.0,0.0,0.0,0.0
다바990593,0.0,0.0,0.0,0.0,0.0
라바045386,0.0,0.0,0.0,0.0,0.0
라바059584,0.0,0.0,0.0,0.0,0.0
라바051483,0.0,0.0,0.0,0.0,0.0
라바067404,0.0,0.0,0.0,0.0,0.0
다바924472,0.0,0.0,0.0,0.0,0.0
다바989593,0.0,0.0,0.0,0.0,0.0
라바004346,0.0,0.0,0.0,0.0,0.0
라바007574,0.0,0.0,0.0,0.0,0.0
다바977627,0.0,0.0,0.0,0.0,0.0
라바008247,0.0,0.0,0.0,0.0,0.0
다바939519,0.0,0.0,0.0,0.0,0.0
다바901452,0.0,0.0,0.0,0.0,0.0
다바963456,0.0,0.0,0.0,0.0,0.0
다바846555,0.0,0.0,0.0,0.0,0.0
라바106555,0.0,0.0,0.0,0.0,0.0
라바016417,0.0,0.0,0.0,0.0,0.0
라바028569,0.0,0.0,0.0,0.0,2.0
다바881516,0.0,0.0,0.0,0.0,0.0
다바986385,0.0,0.0,0.0,0.0,6.0
라바231453,0.0,0.0,0.0,0.0,0.0
다바943442,0.0,0.0,0.0,0.0,0.0
다바937615,0.0,0.0,0.0,0.0,0.0
라바176546,0.0,0.0,0.0,0.0,0.0
다바906516,0.0,0.0,0.0,0.0,0.0
다바915384,0.0,0.0,0.0,0.0,0.0
라바085395,0.0,0.0,0.0,0.0,0.0
다바887511,0.0,0.0,0.0,0.0,0.0
다바992439,0.0,0.0,0.0,1.0,1.0
라바094595,0.0,0.0,0.0,0.0,0.0
다바881433,0.0,0.0,0.0,0.0,0.0
다바931336,0.0,0.0,0.0,0.0,0.0
다바919318,0.0,0.0,0.0,0.0,0.0
다바984285,0.0,0.0,0.0,0.0,0.0
라바215472,0.0,0.0,0.0,0.0,0.0
라바023526,0.0,0.0,0.0,0.0,0.0
다바973387,0.0,0.0,0.0,0.0,0.0
다바900430,2.0,2.0,2.0,0.0,1.0
다바918367,0.0,0.0,0.0,0.0,0.0
라바022618,0.0,0.0,0.0,0.0,0.0
라바006565,0.0,0.0,0.0,0.0,0.0
라바049456,0.0,0.0,0.0,0.0,0.0
다바927535,0.0,0.0,0.0,0.0,0.0
라바055335,0.0,0.0,0.0,0.0,0.0
다바919307,5.0,0.0,0.0,1.0,1.0
라바080548,0.0,0.0,0.0,0.0,0.0
다바932462,0.0,0.0,1.0,0.0,0.0
다바909547,0.0,0.0,0.0,0.0,0.0
라바063355,0.0,0.0,0.0,0.0,0.0
라바069579,0.0,0.0,0.0,0.0,0.0
다바967594,0.0,1.0,0.0,0.0,0.0
라바135531,0.0,0.0,0.0,0.0,0.0
다바910491,0.0,0.0,0.0,0.0,1.0
라바005393,0.0,0.0,0.0,0.0,0.0
라바020521,0.0,0.0,0.0,0.0,0.0
라바163549,0.0,0.0,0.0,0.0,0.0
다바965303,0.0,0.0,0.0,0.0,0.0
라바066407,0.0,0.0,0.0,0.0,0.0
라바177517,0.0,0.0,0.0,0.0,0.0
라바136547,0.0,0.0,0.0,0.0,0.0
라바184515,0.0,0.0,0.0,0.0,0.0
라바046408,0.0,0.0,0.0,0.0,0.0
라바047315,0.0,0.0,0.0,0.0,0.0
다바985578,0.0,0.0,0.0,0.0,0.0
다바989600,0.0,0.0,0.0,0.0,0.0
다바981371,0.0,0.0,0.0,0.0,0.0
다바852564,0.0,0.0,0.0,0.0,0.0
라바137478,0.0,0.0,0.0,0.0,0.0
다바994329,0.0,0.0,0.0,0.0,0.0
라바028280,0.0,0.0,0.0,0.0,0.0
다바943334,0.0,0.0,0.0,0.0,0.0
라바185510,0.0,0.0,0.0,0.0,0.0
라바071593,0.0,0.0,0.0,0.0,0.0
다바912546,0.0,0.0,0.0,0.0,0.0
라바061467,0.0,0.0,0.0,0.0,0.0
다바953344,0.0,0.0,0.0,0.0,0.0
다바997305,0.0,0.0,0.0,0.0,0.0
라바082476,0.0,0.0,0.0,0.0,0.0
다바996514,0.0,0.0,0.0,0.0,3.0
라바184456,0.0,0.0,0.0,0.0,0.0
다바901440,0.0,0.0,0.0,0.0,0.0
라바068543,0.0,0.0,0.0,0.0,0.0
라바170459,0.0,0.0,0.0,0.0,0.0
라바060448,0.0,0.0,0.0,0.0,0.0
라바006581,0.0,0.0,0.0,0.0,0.0
다바886505,38.0,20.0,3.0,5.0,21.0
다바907534,0.0,0.0,0.0,0.0,0.0
다바982405,0.0,0.0,0.0,0.0,0.0
라바005375,0.0,0.0,1.0,0.0,1.0
라바020275,0.0,0.0,0.0,0.0,0.0
다바926429,0.0,0.0,0.0,0.0,0.0
다바939385,8.0,11.0,8.0,8.0,5.0
라바062341,0.0,0.0,0.0,0.0,0.0
다바817493,0.0,0.0,0.0,0.0,0.0
다바938424,0.0,0.0,0.0,0.0,0.0
라바044358,0.0,0.0,0.0,0.0,0.0
다바857567,0.0,0.0,0.0,0.0,0.0
라바061544,0.0,0.0,0.0,0.0,0.0
다바891570,0.0,0.0,0.0,0.0,0.0
다바947313,0.0,0.0,0.0,0.0,0.0
다바994398,0.0,0.0,0.0,0.0,0.0
다바929457,0.0,0.0,0.0,0.0,0.0
라바134540,0.0,0.0,0.0,0.0,0.0
다바841568,0.0,0.0,0.0,0.0,0.0
라바108456,0.0,0.0,0.0,0.0,0.0
다바967315,0.0,0.0,0.0,0.0,0.0
라바038450,0.0,0.0,0.0,0.0,0.0
다바982602,0.0,0.0,0.0,0.0,0.0
다바839515,0.0,0.0,0.0,0.0,0.0
다바852491,0.0,3.0,2.0,4.0,2.0
다바912591,0.0,0.0,0.0,0.0,0.0
라바144462,0.0,0.0,1.0,0.0,0.0
다바946602,0.0,0.0,1.0,0.0,0.0
다바989610,0.0,0.0,0.0,0.0,0.0
다바995555,0.0,0.0,0.0,0.0,0.0
라바173474,0.0,0.0,0.0,0.0,0.0
다바816496,0.0,0.0,0.0,0.0,0.0
라바057497,0.0,0.0,0.0,0.0,0.0
라바064402,0.0,0.0,0.0,0.0,0.0
다바962560,0.0,0.0,0.0,0.0,0.0
라바190459,0.0,0.0,0.0,0.0,0.0
라바005431,0.0,0.0,0.0,0.0,1.0
다바952606,0.0,0.0,0.0,0.0,0.0
라바000568,0.0,0.0,0.0,0.0,1.0
다바915434,0.0,0.0,0.0,0.0,0.0
라바025276,0.0,0.0,0.0,0.0,0.0
라바039424,0.0,0.0,0.0,0.0,0.0
다바894517,0.0,0.0,0.0,0.0,0.0
라바051320,0.0,0.0,0.0,0.0,0.0
라바102542,0.0,0.0,0.0,0.0,0.0
라바137451,0.0,0.0,0.0,0.0,0.0
라바059329,0.0,0.0,0.0,0.0,0.0
라바186465,0.0,0.0,0.0,0.0,0.0
다바938598,0.0,0.0,0.0,0.0,0.0
라바055517,0.0,0.0,0.0,0.0,0.0
라바063635,0.0,0.0,0.0,0.0,0.0
라바101501,0.0,0.0,0.0,0.0,0.0
라바145566,0.0,0.0,0.0,0.0,0.0
다바873443,0.0,0.0,0.0,0.0,0.0
라바082514,0.0,0.0,0.0,0.0,0.0
다바845588,0.0,0.0,0.0,0.0,0.0
라바021462,0.0,0.0,0.0,0.0,0.0
라바053411,0.0,0.0,0.0,0.0,0.0
라바006295,0.0,0.0,0.0,0.0,0.0
라바105547,0.0,0.0,0.0,0.0,0.0
라바062630,0.0,0.0,0.0,0.0,1.0
